OLD URL,NEW URL
https://www.acr.org/Meetings-Events/Live-Meetings,/Meetings-and-Course-Calendar
https://www.acr.org/Education/Exams-Certifications,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/Quality-Safety/Standards-Guidelines,/Clinical-Resources/Practice-Parameters-and-Technical-Standards
https://www.acr.org/News-Publications/News/News-Articles/2017/ACR/20170919-ACR-ABR-Webinar-to-Answer-Certification-Questions?utm_campaign=CarouselTracking&utm_medium=HomepageCarousel&utm_source=Important%20Changes%20to%20IR%20Certification,/Media-Center
https://www.acr.org/News-Publications/News/News-Articles/2017/ACR/20170925-ACR-Data-Science-Institute-Hosts-International-Field-of-AI-Experts,/Media-Center
https://www.acr.org/Education/e-Learning/ACR-AMSER-APDR-Lecture-Series,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/Education/e-Learning/Online-Modules-on-Ethics-and-Professionalism,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/Education/e-Learning,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/Meetings-Events,/Meetings-and-Course-Calendar
https://www.acr.org/Research,/Research
https://www.acr.org/Quality-Safety/Resources/MACRA-Resources,/Practice-Management-Quality-Informatics/MACRA-Resources
https://acredit.acr.org/LoginPage.aspx?ReturnUrl=%2FDefault.aspx,/Login-Page
https://www.acr.org/Membership/Residents-and-Fellows,/Member-Resources/rfs
https://www.acr.org/Quality-Safety/Standards-Guidelines/Draft-Guidelines,/Clinical-Resources/Practice-Parameters-and-Technical-Standards/Field-Review
https://www.acr.org/Advocacy/Legislative-Issues,/Advocacy-and-Economics/Legislative-Issues
https://www.acr.org/News-Publications/News/News-Articles/2016/Economics/20160729-ACR-Members-Appointed-to-Key-CMS-MACRA-Committee,/Media-Center
https://www.acr.org/Membership/Residents-and-Fellows/Learning-Center,/Member-Resources/rfs/learning
http://www.acr.org/Advocacy/eNews/20161021-Issue/20161021-ACR-Issues-Radiology-Specific-Summary-of-MACRA-Final-Rule,/Advocacy-and-Economics/Advocacy-News
https://www.acr.org/Advocacy/eNews/20160610-Issue/20160610-Successful-Coping-with-MACRA-Linked-to-Metrics,/Advocacy-and-Economics/Advocacy-News
https://www.acr.org/Imported/Redirects/Redirect_JoinToday,/ACRMembership/ACRGetStarted.aspx
http://www.acr.org/Quality-Safety/National-Radiology-Data-Registry,/Practice-Management-Quality-Informatics/Registries
https://www.acr.org/about-us/acr-foundation,/ACR-Foundation
https://www.acr.org/Quality-Safety/Standards-Guidelines/Technical-Standards-by-Modality/Medical-Physics,/Clinical-Resources/Practice-Parameters-and-Technical-Standards/Practice-Parameters-by-Subspecialty
https://www.acr.org/Quality-Safety/Standards-Guidelines/Practice-Guidelines-by-Modality/Neuroradiology,/Clinical-Resources/Practice-Parameters-and-Technical-Standards/Practice-Parameters-by-Organ-or-Body-System
https://www.acr.org/Membership/Chapters/Chapter-Resources,/Member-Resources/Chapters//Chapter-Resources
https://www.acr.org/Quality-Safety/Appropriateness-Criteria/ACR-Select,/Clinical-Resources/ACR-Appropriateness-Criteria
https://www.acr.org/Education/e-Learning/Mammo-Case-Review,/Learning-Activities/Mammo-Case-Review
https://www.acr.org/Membership/Governance,/About-ACR/Governance
https://www.acr.org/Meetings-Events/IDOR?utm_campaign=CarouselTracking&utm_medium=HomepageCarousel&utm_source=Celebrate%20Vital%20Role%20of%20Emergency%20Radiology,/Meetings-and-Course-Calendar
https://www.acr.org/News-Publications,/Media-Center
https://www.acr.org/membership/governance/how-the-acr-works,/About-ACR/Governance
https://www.acr.org/education/exams-certifications/cpi,/Lifelong-Learning-and-CME/Learning-Activities/CPI
https://www.acr.org/Advocacy/Legislative-Issues/Inappropriate-Utilization,/Advocacy-and-Economics/Legislative-Issues/Inappropriate-Utilization
https://www.acr.org/News-Publications/Publications/JACR,http://www.jacr.org
https://www.acr.org/education/exams-certifications/cpi/future-individual-cpi-modules,/Lifelong-Learning-and-CME/Learning-Activities/CPI
https://www.acr.org/education/exams-certifications/cpi/cpisample,/Lifelong-Learning-and-CME/Learning-Activities/CPI
https://www.acr.org/About-Us/Media-Center/Press-Releases/2017-Press-Releases/20170613-Scholarships-Awarded-to-Residents-Fellows-to-Attend-RLI-Summit,/Media-Center
https://www.acr.org/About-Us/Strategic-Plan,/About-ACR
https://www.acr.org/news-publications/publications/jacr/jacr-editor-in-chief-search,/Practice-Management-Quality-Informatics/JACR/JACR-EIC-Search
https://www.acr.org/Membership/Residents-and-Fellows/Resident-Resources/RFS-Resources,/Member-Resources/rfs/resources
https://www.acr.org/News-Publications/News/Practice-Management-News,/Media-Center
https://www.acr.org/Quality-Safety,/Practice-Management-Quality-Informatics
https://www.acr.org/Quality-Safety/Radiology-Safety,/Clinical-Resources/Radiology-Safety
https://www.acr.org/News-Publications/News/News-Articles/2016/Economics/20160722-HHS-Issues-New-Nondicrimination-Provisions-for-Federally-Funded-Health-Care-Programs,/Media-Center
https://www.acr.org/Education/Education-Center,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/quality-safety/standards-guidelines/draft-guidelines,/Practice-Management-Quality-Informatics
https://www.acr.org/meetings-events/ec-abdominal-ct,/Lifelong-Learning-and-CME/Education-Center/abdominal-ct
https://www.acr.org/meetings-events/ec-tavr,/Lifelong-Learning-and-CME/Education-Center/TAVR
https://www.acr.org/Meetings-Events/EC-Coronary-CT-Angiography,/Lifelong-Learning-and-CME/Education-Center/Coronary-CTA
https://www.acr.org/meetings-events/ec-prostate-mr,/Lifelong-Learning-and-CME/Education-Center/Prostate-MR
https://www.acr.org/Education/e-Learning/Lung-Cancer-Screening-Education,/Lifelong-Learning-and-CME/Learning-Activities/Lung-Cancer-Screening-Education
https://www.acr.org/Education/Education-Center/Ed-Center-Schedule,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Quality-Safety/Standards-Guidelines/Practice-Guidelines-by-Modality/Musculoskeletal,/Clinical-Resources/Practice-Parameters-and-Technical-Standards/Practice-Parameters-by-Organ-or-Body-System
https://www.acr.org/membership/residents-and-fellows/resident-fellow-news/2017-2018-rfs-election-results-available-now,/Member-Resources/rfs
https://www.acr.org/Advocacy/Economics-Health-Policy/Imaging-3/Case-Studies/Strategic-Planning/Survey-Says,/Practice-Management-Quality-Informatics/Imaging-3/Case-Studies/Strategic-Planning
https://www.acr.org/Advocacy/Economics-Health-Policy/Medicaid,/Advocacy-and-Economics/Radiology-Economics/Medicare-Medicaid/Medicaid
https://www.acr.org/News-Publications/News/News-Articles/2017/Economics/20170822-ACR-Responds-to-CMS’-QPP-Proposed-Rule-to-Ease-Transition-to-MIPS-and-APMs,/Media-Center
https://www.acr.org/news-publications/publications/jacr/bruce-j-hillman-fellowship-in-scholarly-publishing,/Member-Resources/rfs/fellowships/Hillman-Fellowship
http://www.acr.org/~/media/ACR%20No%20Index/Documents/Course%20Materials/Logistics%20Docs/HotelTravelInfo.pdf,/Lifelong-Learning-and-CME/Education-Center/Hotel-Travel
https://www.acr.org/Education/e-Learning/Quality-Lectures-Series,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/Education/Exams-Certifications/CPI/Published-Modules,/Lifelong-Learning-and-CME/Learning-Activities/CPI
https://www.acr.org/membership/residents-and-fellows/resident-fellow-news/2017-2018-call-for-nominations,/Member-Resources/rfs
https://www.acr.org/Membership/Chapters,/Member-Resources/Chapters
https://www.acr.org/about-us/media-center/press-releases/2015-press-releases/20150610-asae-gold-award,/Media-Center
https://www.acr.org/Membership/Membership-Services/Member-Benefits/Benefits-Plus,/Member-Resources/benefits/Discount-Partners
https://www.acr.org/Membership/Chapters/Maryland-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Maryland
https://www.acr.org/Membership/Chapters/Virginia-Chapter-of-the-ACR,/Member-Resources/Chapters/State-Chapters/Virginia
https://www.acr.org/Membership/Chapters/New-York-State-Radiological-Society,/Member-Resources/Chapters/State-Chapters/New-York
https://www.acr.org/Membership/Chapters/Alaska-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Alaska
https://www.acr.org/Membership/Chapters/Maryland-Radiological-Society/About-Us,/Member-Resources/Chapters/State-Chapters/Maryland
https://www.acr.org/Membership/Chapters/Arizona-Radiological-Society,/Member-Resources/Chapters/Member-Resources/Chapters/State-Chapters/Arizona
https://www.acr.org/Membership/Chapters/New-Hampshire-Radiology-Society,/Member-Resources/Chapters/Member-Resources/Chapters/State-Chapters/New-Hampshire
https://www.acr.org/Membership/Chapters/Chapter-Meetings/2017-Meetings/AZ-11417,/Member-Resources/Chapters
https://www.acr.org/Membership/Membership-Services/Become-a-Member-OLD,/Member-Resources/membership
https://www.acr.org/membership/chapters/new-york-state-radiological-society/officers-and-councilors,/Member-Resources/Chapters/State-Chapters/New-York
https://www.acr.org/Membership/Membership-Services/Join-ACR,/ACRMembership/ACRGetStarted.aspx
http://www.acr.org/~/media/ACR/Images/Education/Education%20Center/Faculty%20Members/Marcura_100?mw=100,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/About-Us/Media-Center/Press-Releases/2014-Press-Releases/20140929Call-Widens-for-Medicare-CT-Lung-Cancer-Screening-Coverage,/Media-Center
https://www.acr.org/Education/Education-Center/Registration,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/News-Publications/News/News-Articles/2011/Advocacy/20110503-Radiologists-Need-to-Get-More-Involved-to-Save-the-Profession,/Media-Center
https://www.acr.org/Education/AIRP,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/Membership/Chapters/Utah-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Utah
https://www.acr.org/Quality-Safety/Radiology-Safety/Patient-Resources,/Practice-Management-Quality-Informatics/Practice-Toolkit/Patient-Resources
https://www.acr.org/Quality-Safety/Standards-Guidelines/Practice-Guidelines-by-Modality/Interventional,/Clinical-Resources/Practice-Parameters-and-Technical-Standards/Practice-Parameters-by-Subspecialty
https://www.acr.org/Membership/Membership-Services/Member-Benefits/Benefits-Plus/LifeLock,/Member-Resources/benefits/Discount-Partners/LifeLock
https://www.acr.org/Quality-Safety/Radiology-Safety/Patient-Resources/Meaning-of-Accreditation,/Practice-Management-Quality-Informatics/Practice-Toolkit/Patient-Resources
http://www.acr.org/Membership/Awards-Honors,/Member-Resources/Fellowship-Honors
https://www.acr.org/Membership/Membership-Services/Renew-Membership,/Member-Resources/benefits
https://www.acr.org/Membership/Membership-Services/Member-Benefits/Benefits-Plus/SoFi-Personal-Loan,/Member-Resources/benefits/Discount-Partners/SoFi-Personal-Loads
https://www.acr.org/Annual-Meeting,/Meetings-and-Course-Calendar
http://www.acr.org/Membership/Membership-Directory-Search,/Member-Resources/Membership-Directory
https://www.acr.org/Research/Health-Policy-Institute,/Research
https://www.acr.org/Meetings-Events/EC-Musculoskeletal-MR,/Lifelong-Learning-and-CME/Education-Center/MSK-MR
https://www.acr.org/Meetings-Events/EC-Cardiac-and-Peripheral-Vascular-MR,/Lifelong-Learning-and-CME/Education-Center/Cardiac-MR
https://www.acr.org/Quality-Safety/Quality-Measurement/Medicare-Value-Based-Programs/Quality-Payment-Program,/Lifelong-Learning-and-CMEPractice-Management-Quality-Informatics/Medicare-Value-Based-Programs/QPP
https://www.acr.org/Membership/Chapters/Idaho-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Idaho
https://www.acr.org/membership/chapters/idaho-radiological-society/officers,/Member-Resources/Chapters/State-Chapters/Idaho
http://www.acr.org/Education/Education-Center/Faculty-Member-Directory/S/Shah,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Membership/Chapters/Chapter-Meetings/2017-Meetings/MO-101417,/Member-Resources/Chapters
https://www.acr.org/Membership/Membership-Services/Reinstate-Membership,/Member-Resources/membership
https://www.acr.org/Membership/Chapters/New-Mexico-Society-of-Radiologists,/Member-Resources/Chapters/State-Chapters/New-Mexico
https://www.acr.org/Membership/Chapters/Sponsoring-MITs,/Member-Resources/Chapters
http://www.acr.org/Membership/Commissions-Committees/Operational/Leadership-and-Practice-Development,/Member-Resources/Commissions-Committees
https://www.acr.org/membership/residents-and-fellows/resident-fellow-news/jc-042717,/Member-Resources/rfs
https://www.acr.org/Advocacy/Legislative-Issues/MQSA,/Advocacy-and-Economics/Legislative-Issues/MQSA
https://www.acr.org/Membership/Commissions-Committees/Operational/Leadership-and-Practice-Development,/Member-Resources/Commissions-Committees
https://www.acr.org/Quality-Safety/Standards-Guidelines/Technical-Standards-by-Modality/Nuclear-Medicine,/Clinical-Resources/Practice-Parameters-and-Technical-Standards/Technical-Standards
https://www.acr.org/About-Us/Media-Center/Position-Statements,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/Membership/Residents-and-Fellows/About-RFS,/Member-Resources/rfs
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/ACR-Statement-on-Landmark-Mammography-Screening-Trial,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/About-Us/Media-Center/Position-Statements?page=3,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/About-Us/Media-Center/Position-Statements?page=2,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/ACR-Statement-on-Whole-Body-CT-Screening,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/CMS-Denial-of-Coverage-for-CT-Colonography-May-Cost-Lives,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/About-Us/Media-Center/Position-Statements?page=1,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/Membership/Residents-and-Fellows/About-RFS/WAGD-Advisory-Group,/Member-Resources/rfs
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/Revised-Statement-on-the-Interpretation-of-Radiology-Images-Outside-the-United-States,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/Detailed-ACR-Statement-on-Ill-Advised-and-Dangerous-USPSTF-Mammography-Recommendations,/Advocacy-and-Economics/ACR-Position-Statements/Ill-Advised-and-Dangerous-USPSTF-Mammography-Recommendations
https://www.acr.org/News-Publications/News/Clinical-Research-News,/Research
https://www.acr.org/Membership/Chapters/Missouri-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Missouri
https://www.acr.org/Advocacy/Economics-Health-Policy/Billing-Coding/Coding-Source-List/2016/May-June-2016,/Advocacy-and-Economics/Coding-Source
https://www.acr.org/Advocacy/Economics-Health-Policy/Billing-Coding/Coding-Source-List/2016/May-June-2016/Medicare-Opt-Out-Regulations-Revised,/Advocacy-and-Economics/Coding-Source
https://www.acr.org/Meetings-Events/EC-Breast-MR-With-Guided-Biopsy,/Lifelong-Learning-and-CME/Education-Center/breast-mr-guided-biopsy
https://www.acr.org/About-Us/Media-Center/Press-Releases,/Media-Center
https://www.acr.org/About-Us/Media-Center/Press-Releases/2017-Press-Releases/20170718-ACR-Works-With-ASTRO-and-AAPM-to-Update-Radiation-Oncology-and-Medical-Physics-Guidance,/Media-Center
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/ACR-SBI-Statement-on-Effect-of-Mammography-on-Breast-Cancer-Death-Rates,/Media-Center
https://www.acr.org/About-Us/Media-Center/Press-Releases/2017-Press-Releases/20170824-Get-Equipped-to-Overcome-Radiology-Practice-Challenges,/Media-Center
https://www.acr.org/Education/Education-Center/Faculty-Member-Directory,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Quality-Safety/Contact-QS,/Practice-Management-Quality-Informatics
https://www.acr.org/meetings-events/ec-musculoskletal-mr-specialized,/Lifelong-Learning-and-CME/Education-Center/MSK-MR-Specialized
https://www.acr.org/Membership/Commissions-Committees,/Member-Resources/Commissions-Committees
http://www.acr.org/Membership/Commissions-Committees/Specialty-Commissions/Ultrasound,/Member-Resources/Commissions-Committees
http://www.acr.org/Membership/Commissions-Committees/Specialty-Commissions/Breast-Imaging,/Member-Resources/Commissions-Committees
https://www.acr.org/Education/Education-Center/Faculty-Member-Directory/A/Aygun,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Education/Education-Center/Faculty-Member-Directory/Z/Zimmerman,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Education/Education-Center/Faculty-Member-Directory/S/Sandrasegaran,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Membership/Chapters/Pennsylvania-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Pennsylvania
https://www.acr.org/education/education-center/course-materials,/Lifelong-Learning-and-CME/Education-Center/Course-Materials
https://www.acr.org/Education/Education-Center/Course-Materials/Coronary-CT,/Lifelong-Learning-and-CME/Education-Center/Course-Materials
https://www.acr.org/Membership/Membership-Services/Member-Benefits/Benefits-Plus/GEICO,/Member-Resources/benefits/Discount-Partners/GEICO
https://www.acr.org/Education/Education-Center/Course-Materials/Breast-MR,/Lifelong-Learning-and-CME/Education-Center/breast-mr-guided-biopsy
https://www.acr.org/Education/Education-Center/Course-Materials/Neuro-Head-Neck,/Lifelong-Learning-and-CME/Education-Center/Neuroradiology-head-and-neck
https://www.acr.org/Education/Education-Center/Course-Materials/CTC,/Lifelong-Learning-and-CME/Education-Center/ct-colonography
https://www.acr.org/Education/Education-Center/Course-Materials/Neuroradiology,/Lifelong-Learning-and-CME/Education-Center/Neuroradiology
https://www.acr.org/Membership/ACR-Chapters,/Member-Resources/Chapters
https://www.acr.org/Membership/Membership-Services/Member-Benefits/Benefits-Plus/Mercer-Formerly-Marsh,/Member-Resources/benefits/Discount-Partners/mercer
http://www.acr.org/Education/Education-Center/Faculty-Member-Directory/R/Habib-Rahbar,/Lifelong-Learning-and-CME/Education-Center
https://www.acr.org/Advocacy/eNews/Archive/2013/20131101-Issue/Medicaid-MCO-and-ACR-Collaborate-on-Medical-Policies,/Advocacy-and-Economics/Advocacy-News
https://www.acr.org/Search,/
http://www.acr.org/Education/Education-Catalog/Education-Catalog-Results?catalogtype=JACR,/ACR-Product-Catalog/Product-Catalog-Results
https://www.acr.org/About-Us/Media-Center/Press-Releases/2017-Press-Releases/20170907-ACR-Releases-New-Core-LIRADS-for-US-Imaging,/Media-Center
https://www.acr.org/Membership/Commissions-Committees/Specialty-Commissions/Breast-Imaging,/Member-Resources/Commissions-Committees
https://www.acr.org/Membership/Chapters/Chapter-Meetings/2017-Meetings/NY-102117,/Member-Resources/Chapters
https://www.acr.org/Membership/Chapters/ACR-and-Chapters,/Member-Resources/Chapters
https://www.acr.org/Education/e-Learning/Military-Discount,/Member-Resources/membership/Military
https://www.acr.org/Advocacy/Legislative-Issues/The-Patient-Protection-and-Affordable-Care-Act-in-the-115th-Congress,/Advocacy-and-Economics/Legislative-Issues/PPACA
https://www.acr.org/Education/Education-Center/Faculty-Member-Directory/K/Kumaravel,/Lifelong-Learning-and-CME/Education-Center
http://www.acr.org/News-Publications/Publications/JACR,/Media-Center
https://www.acr.org/meetings-events/ec-emergency-radiology,/Lifelong-Learning-and-CME/Education-Center/Emergency-Radiology
https://www.acr.org/Membership/Chapters/Vermont-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Vermont
https://www.acr.org/Education/Education-Center/Course-Materials/BIBC,/Lifelong-Learning-and-CME/Education-Center/BIBC
http://www.acr.org/About-Us/Contact-Us/Report-a-Bug,/About-ACR/Contact-Us
https://www.acr.org/About-Us/Contact-Us/Report-a-Bug,/About-ACR/Contact-Us
https://www.acr.org/About-Us/Contact-Us/INFOCUS-Marketing,/About-ACR/Contact-Us/Reach-ACR-Members
http://www.acr.org/Membership/Volunteering,/Member-Resources/Volunteer
https://www.acr.org/Membership/Senior-and-Retired-Section,/Member-Resources/srs
https://www.acr.org/About-Us/Annual-Reports,/About-ACR/Annual-Reports
https://www.acr.org/Membership/Senior-and-Retired-Section/SRS-News-Update,/Member-Resources/srs
https://www.acr.org/Membership/Chapters/Oklahoma-State-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Oklahoma
https://www.acr.org/Membership/Commissions-Committees/Operational/Human-Resources,/Member-Resources/Commissions-Committees
https://www.acr.org/Advocacy/Economics-Health-Policy/Imaging-3/Case-Studies/Quality-and-Safety/Dose-Control,/Practice-Management-Quality-Informatics/Imaging-3/Case-Studies/Quality-and-Safety
https://www.acr.org/Quality-Safety/eNews/Issue-14-June-2016/Q-and-A-Nicola,/Practice-Management-Quality-Informatics/Quality-Care-News
https://www.acr.org/Quality-Safety/Quality-Measurement/Medicare-Value-Based-Programs/PQRS-Sample,/Lifelong-Learning-and-CMEPractice-Management-Quality-Informatics/Medicare-Value-Based-Programs/PQRS
https://www.acr.org/Quality-Safety/eNews/Issue-14-June-2016,/Practice-Management-Quality-Informatics/Quality-Care-News
https://www.acr.org/Quality-Safety/Quality-Measurement/Medicare-Value-Based-Programs/Value-Based-Payment-Modifier,/Lifelong-Learning-and-CMEPractice-Management-Quality-Informatics/Medicare-Value-Based-Programs/Value-Based-Payment-Modifier
https://www.acr.org/Education/e-Learning/Free-CME,/Lifelong-Learning-and-CME/Learning-Activities
https://www.acr.org/News-Publications/Publications/ACR-Bulletin/Archive,/Media-Center
https://www.acr.org/News-Publications/News/News-Articles/2017/Advocacy/OpEd-in-Huffington-Post-Virtual-Colonoscopy-Will-Improve-Colorectal-Cancer-Survival-in-African-Americans-and-Latinos,/Media-Center
https://www.acr.org/Quality-Safety/eNews/Issue-14-June-2016/Participate-in-RSCAN,/Practice-Management-Quality-Informatics/Quality-Care-News
https://www.acr.org/Education/Education-Center/Faculty-Member-Directory/B/Barish,/Lifelong-Learning-and-CME/Education-Center
http://www.acr.org/Membership/Commissions-Committees,/Member-Resources/Commissions-Committees
https://www.acr.org/About-Us/Media-Center/Press-Releases/2017-Press-Releases/2017829-New-Anthem-Imaging-Coverage-Policy-Will-Harm-Patient-Access-to-Imaging-Care,/Media-Center
https://www.acr.org/Meetings-Events/EC-ACR-Dartmouth-PETCT,/Lifelong-Learning-and-CME/Education-Center/Dartmouth-Pet-CT
https://www.acr.org/Membership/Chapters/Puerto-Rico-Chapter-of-the-ACR,/Member-Resources/Chapters/State-Chapters/Puerto-Rico
https://www.acr.org/Quality-Safety/Resources/Interventional-Radiology,/Clinical-Resources/Interventional-Radiology-Resources
https://www.acr.org/Advocacy/Economics-Health-Policy/Billing-Coding/Coding-Source-List/2016/May-June-2016/QA,/Advocacy-and-Economics/Coding-Source
https://www.acr.org/Advocacy/Economics-Health-Policy/Imaging-3/Case-Studies/Interventional-Radiology/Walking-the-Talk,/Practice-Management-Quality-Informatics/Imaging-3/Case-Studies/Interventional-Radiology
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/The-ACR-and-American-Society-of-Neuroradiology-Statement-on-CT-Protocols-and-Radiation-Dose,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/Quality-Safety/National-Radiology-Data-Registry,/Practice-Management-Quality-Informatics/Registries
https://www.acr.org/Meetings-Events/Data-Registries-Forum/Webinar-Presentations,/Practice-Management-Quality-Informatics/Registries
https://www.acr.org/Quality-Safety/National-Radiology-Data-Registry/AboutNRDR,/Practice-Management-Quality-Informatics/Registries
https://www.acr.org/Meetings-Events/Data-Registries-Forum,/Meetings-and-Course-Calendar
https://www.acr.org/quality-safety/national-radiology-data-registry/dose-index-registry,/Practice-Management-Quality-Informatics/Registries/Dose-Index-Registry
https://www.acr.org/Quality-Safety/National-Radiology-Data-Registry/General-Radiology-Improvement-DB,/Practice-Management-Quality-Informatics/Registries/General-Radiology-Improvement-Database
https://www.acr.org/Quality-Safety/National-Radiology-Data-Registry/Dose-Index-Registry/Acknowledgements,/Practice-Management-Quality-Informatics/Registries/Dose-Index-Registry
https://www.acr.org/Membership/Chapters/Oregon-Radiological-Society,/Member-Resources/Chapters/State-Chapters/Oregon
http://www.acr.org/~/media/ACR/Documents/PDF/Economics/Imaging3/CaseStudies/Dr_Applegate_Survey.pdf,/Practice-Management-Quality-Informatics/Imaging-3
https://www.acr.org/About-Us/Annual-Reports/2010-Annual-Report,/About-ACR/Annual-Reports/2010-Annual-Report
http://www.acr.org/Meetings-Events/Practice-Leaders-Forum/Program,/Lifelong-Learning-and-CME/Meetings-and-Course-Calendar/Practice-Leaders-Forum
https://www.acr.org/Quality-Safety/Appropriateness-Criteria/Topics-in-Development,/Practice-Management-Quality-Informatics
https://login.acr.org/login.aspx?vi=2&vt=bcfb4420d97e42d957f3ea1d8fc8bd8e13089d7221060a6b6a9cf99c7b30ffcabeeed459809c2def66ae7d8f5b6581528be2cc6d94b78e82c2222564b90b1bf9,/Login-Page
https://www.acr.org/Membership/Governance/Council-Steering-Committee,/Member-Resources/Commissions-Committees
https://www.acr.org/About-Us/ACR-Foundation/Ways-to-Give,/ACR-Foundation/Ways-to-Give
https://www.acr.org/News-Publications/News/News-Articles/2011/Advocacy/20110125-ACR-Applauds-Maryland-Ruling-Self-Referral,/Media-Center
https://www.acr.org/meetings-events/ec-musculoskeletal-mr,/Lifelong-Learning-and-CME/Education-Center/MSK-MR
https://www.acr.org/Advocacy/Radiology-Advocacy-Network,/Advocacy-and-Economics
https://www.acr.org/About-Us/Media-Center/Position-Statements/Position-Statements-Folder/ACR-Statement-on-NEJM-Study-Regarding-CAD-in-Mammography,/Advocacy-and-Economics/ACR-Position-Statements
https://www.acr.org/Meetings-Events/Where-We-Exhibit,/Lifelong-Learning-and-CME/Meetings-and-Course-Calendar
https://www.acr.org/Quality-Safety/Resources/BIRADS,/Clinical-Resources/Reporting-and-Data-Systems/Bi-Rads
